variant,seed,eval_loops,loss,perplexity,last_hidden_norm,last_relative_update,last_cosine_to_previous
random_r8_24_intermediate,42,17,7.014423847198486,1112.5654538137846,4.121654510498047,0.011127821169793606,0.999916672706604
random_r8_24_intermediate,42,18,7.015565872192383,1113.836757161313,4.121654510498047,0.01015496626496315,0.9999293088912964
random_r8_24_intermediate,42,19,7.016756534576416,1115.163750533794,4.121654510498047,0.009349409490823746,0.9999388456344604
random_r8_24_intermediate,42,20,7.018001556396484,1116.5530183910998,4.121654510498047,0.008679138496518135,0.9999461770057678
random_r8_24_intermediate,42,21,7.019289493560791,1117.9919949762034,4.121654510498047,0.008118556812405586,0.9999516606330872
random_r8_24_intermediate,42,22,7.020622253417969,1119.4830031849972,4.121654510498047,0.00764709385111928,0.9999563097953796
random_r8_24_intermediate,42,23,7.021996974945068,1121.0230388862758,4.121654510498047,0.007248191628605127,0.9999597668647766
random_r8_24_intermediate,42,24,7.02340030670166,1122.5973104709137,4.121654510498047,0.0069085946306586266,0.9999627470970154
random_r8_24_intermediate,42,25,7.024846076965332,1124.2215021015375,4.121654510498047,0.006617582868784666,0.9999653697013855
random_r8_24_intermediate,42,26,7.0263285636901855,1125.8893815533033,4.121654510498047,0.006366455461829901,0.9999673366546631
random_r8_24_intermediate,42,27,7.027835369110107,1127.5871565627253,4.121654510498047,0.0061484393663704395,0.9999690651893616
random_r8_24_intermediate,42,28,7.02937126159668,1129.320339855334,4.121654510498047,0.005957650486379862,0.9999706745147705
random_r8_24_intermediate,42,29,7.030935287475586,1131.0880080715249,4.121654510498047,0.005789712071418762,0.9999721050262451
random_r8_24_intermediate,42,30,7.032529354095459,1132.8924755479125,4.121654510498047,0.0056409756653010845,0.9999732971191406
random_r8_24_intermediate,42,31,7.034134387969971,1134.7122663696343,4.121654510498047,0.0055082375183701515,0.999974250793457
random_r8_24_intermediate,42,32,7.035771369934082,1136.571291063948,4.121654510498047,0.005389139521867037,0.9999752044677734
random_r8_24_intermediate,43,4,7.124644756317139,1242.206802544249,4.52429723739624,0.09986500442028046,0.9930434823036194
random_r8_24_intermediate,43,5,7.069314002990723,1175.341476894807,4.52429723739624,0.07962267100811005,0.995509147644043
random_r8_24_intermediate,43,6,7.044839859008789,1146.9251513779595,4.52429723739624,0.06328632682561874,0.9971445202827454
random_r8_24_intermediate,43,7,7.03469705581665,1135.3509121330226,4.52429723739624,0.050638966262340546,0.9981676936149597
random_r8_24_intermediate,43,8,7.030732154846191,1130.8582705247547,4.52429723739624,0.040969472378492355,0.9988011121749878
random_r8_24_intermediate,43,9,7.0294060707092285,1129.3596511783398,4.52429723739624,0.03357962146401405,0.9991958141326904
random_r8_24_intermediate,43,10,7.029277324676514,1129.2142599632143,4.52429723739624,0.027888596057891846,0.9994469285011292
random_r8_24_intermediate,43,11,7.029764652252197,1129.7646913202454,4.52429723739624,0.023449379950761795,0.9996104836463928
random_r8_24_intermediate,43,12,7.030620098114014,1130.7315573420688,4.52429723739624,0.01993609592318535,0.99972003698349
random_r8_24_intermediate,43,13,7.031700134277344,1131.9534480393113,4.52429723739624,0.01711834780871868,0.999794065952301
random_r8_24_intermediate,43,14,7.032928466796875,1133.344717566006,4.52429723739624,0.014835044741630554,0.9998462200164795
random_r8_24_intermediate,43,15,7.034244060516357,1134.8367199777506,4.52429723739624,0.012972010299563408,0.9998828172683716
random_r8_24_intermediate,43,16,7.03559684753418,1136.3729512224472,4.52429723739624,0.011445838958024979,0.9999088644981384
random_r8_24_intermediate,43,17,7.036956787109375,1137.9194010718336,4.52429723739624,0.010193352587521076,0.9999276995658875
random_r8_24_intermediate,43,18,7.038304328918457,1139.4538286606146,4.52429723739624,0.0091646583750844,0.9999417066574097
random_r8_24_intermediate,43,19,7.039629936218262,1140.9652985601097,4.52429723739624,0.008319412358105183,0.9999518394470215
random_r8_24_intermediate,43,20,7.040925025939941,1142.4439082505069,4.52429723739624,0.007624137680977583,0.9999591708183289
